"","Treatments","survivals","adultsNO","Date","DayCount","Adults","Mortality","mortality (%)"
"409","MycoMillet25",3,0,2020-09-17,4,0,4,0.571428571428571
"410","MycoMillet25",3,0,2020-09-17,4,0,4,0.571428571428571
"411","MycoMillet25",2,0,2020-09-17,4,0,5,0.714285714285714
"412","MycoMillet25",6,3,2020-09-17,4,42.8571428571429,1,0.142857142857143
"413","MycoMillet25",5,2,2020-09-17,4,28.5714285714286,2,0.285714285714286
"414","MycoMillet25",6,4,2020-09-17,4,57.1428571428571,1,0.142857142857143
"415","MycoMillet25",2,0,2020-09-17,4,0,5,0.714285714285714
"416","MycoMillet25",5,1,2020-09-17,4,14.2857142857143,2,0.285714285714286
"417","MycoMillet25",6,3,2020-09-17,4,42.8571428571429,1,0.142857142857143
"418","MycoMillet25",2,0,2020-09-17,4,0,5,0.714285714285714
"419","MycoMillet25",6,0,2020-09-17,4,0,1,0.142857142857143
"420","MycoMillet25",6,1,2020-09-17,4,14.2857142857143,1,0.142857142857143
"421","B.bassiana",0,0,2020-09-19,5,0,7,1
"422","B.bassiana",0,0,2020-09-19,5,0,7,1
"423","B.bassiana",0,0,2020-09-19,5,0,7,1
"424","B.bassiana",3,1,2020-09-19,5,14.2857142857143,4,0.571428571428571
"425","B.bassiana",3,0,2020-09-19,5,0,4,0.571428571428571
"426","B.bassiana",1,0,2020-09-19,5,0,6,0.857142857142857
"427","B.bassiana",4,1,2020-09-19,5,14.2857142857143,3,0.428571428571429
"428","B.bassiana",3,0,2020-09-19,5,0,4,0.571428571428571
"429","B.bassiana",3,0,2020-09-19,5,0,4,0.571428571428571
"430","B.bassiana",4,1,2020-09-19,5,14.2857142857143,3,0.428571428571429
"431","B.bassiana",1,0,2020-09-19,5,0,6,0.857142857142857
"432","B.bassiana",4,0,2020-09-19,5,0,3,0.428571428571429
"433","B.bassiana",0,0,2020-09-19,5,0,7,1
"434","B.bassiana",2,0,2020-09-19,5,0,5,0.714285714285714
"435","B.bassiana",1,0,2020-09-19,5,0,6,0.857142857142857
"436","BotaniGard",3,2,2020-09-19,5,28.5714285714286,4,0.571428571428571
"437","BotaniGard",6,5,2020-09-19,5,71.4285714285714,1,0.142857142857143
"438","BotaniGard",5,3,2020-09-19,5,42.8571428571429,2,0.285714285714286
"439","BotaniGard",5,3,2020-09-19,5,42.8571428571429,2,0.285714285714286
"440","BotaniGard",3,2,2020-09-19,5,28.5714285714286,4,0.571428571428571
"441","BotaniGard",5,1,2020-09-19,5,14.2857142857143,2,0.285714285714286
"442","BotaniGard",5,4,2020-09-19,5,57.1428571428571,2,0.285714285714286
"443","BotaniGard",5,0,2020-09-19,5,0,2,0.285714285714286
"444","BotaniGard",4,2,2020-09-19,5,28.5714285714286,3,0.428571428571429
"445","BotaniGard",6,3,2020-09-19,5,42.8571428571429,1,0.142857142857143
"446","BotaniGard",5,3,2020-09-19,5,42.8571428571429,2,0.285714285714286
"447","BotaniGard",7,4,2020-09-19,5,57.1428571428571,0,0
"448","BotaniGard",6,3,2020-09-19,5,42.8571428571429,1,0.142857142857143
"449","BotaniGard",4,1,2020-09-19,5,14.2857142857143,3,0.428571428571429
"450","BotaniGard",5,3,2020-09-19,5,42.8571428571429,2,0.285714285714286
"451","C1",2,1,2020-09-19,5,14.2857142857143,5,0.714285714285714
"452","C1",4,1,2020-09-19,5,14.2857142857143,3,0.428571428571429
"453","C1",5,2,2020-09-19,5,28.5714285714286,2,0.285714285714286
"454","C1",7,0,2020-09-19,5,0,0,0
"455","C1",5,4,2020-09-19,5,57.1428571428571,2,0.285714285714286
"456","C1",6,2,2020-09-19,5,28.5714285714286,1,0.142857142857143
"457","C1",6,4,2020-09-19,5,57.1428571428571,1,0.142857142857143
"458","C1",6,2,2020-09-19,5,28.5714285714286,1,0.142857142857143
"459","C1",7,2,2020-09-19,5,28.5714285714286,0,0
"460","C1",5,0,2020-09-19,5,0,2,0.285714285714286
"461","C1",6,3,2020-09-19,5,42.8571428571429,1,0.142857142857143
"462","C1",6,0,2020-09-19,5,0,1,0.142857142857143
"463","C1",6,2,2020-09-19,5,28.5714285714286,1,0.142857142857143
"464","C1",6,3,2020-09-19,5,42.8571428571429,1,0.142857142857143
"465","C1",6,1,2020-09-19,5,14.2857142857143,1,0.142857142857143
"466","C2",5,5,2020-09-19,5,71.4285714285714,2,0.285714285714286
"467","C2",6,3,2020-09-19,5,42.8571428571429,1,0.142857142857143
"468","C2",7,4,2020-09-19,5,57.1428571428571,0,0
"469","C2",5,3,2020-09-19,5,42.8571428571429,2,0.285714285714286
"470","C2",5,0,2020-09-19,5,0,2,0.285714285714286
"471","C2",6,4,2020-09-19,5,57.1428571428571,1,0.142857142857143
"472","C2",7,4,2020-09-19,5,57.1428571428571,0,0
"473","C2",5,3,2020-09-19,5,42.8571428571429,2,0.285714285714286
"474","C2",7,2,2020-09-19,5,28.5714285714286,0,0
"475","C2",7,1,2020-09-19,5,14.2857142857143,0,0
"476","C2",6,4,2020-09-19,5,57.1428571428571,1,0.142857142857143
"477","C2",5,3,2020-09-19,5,42.8571428571429,2,0.285714285714286
"478","C2",6,3,2020-09-19,5,42.8571428571429,1,0.142857142857143
"479","C2",7,5,2020-09-19,5,71.4285714285714,0,0
"480","C2",5,3,2020-09-19,5,42.8571428571429,2,0.285714285714286
"481","C3",6,3,2020-09-19,5,42.8571428571429,1,0.142857142857143
"482","C3",6,4,2020-09-19,5,57.1428571428571,1,0.142857142857143
"483","C3",6,4,2020-09-19,5,57.1428571428571,1,0.142857142857143
"484","C3",6,2,2020-09-19,5,28.5714285714286,1,0.142857142857143
"485","C3",6,3,2020-09-19,5,42.8571428571429,1,0.142857142857143
"486","C3",7,4,2020-09-19,5,57.1428571428571,0,0
"487","C3",5,3,2020-09-19,5,42.8571428571429,2,0.285714285714286
"488","C3",6,4,2020-09-19,5,57.1428571428571,1,0.142857142857143
"489","C3",7,4,2020-09-19,5,57.1428571428571,0,0
"490","C3",6,4,2020-09-19,5,57.1428571428571,1,0.142857142857143
"491","C3",7,3,2020-09-19,5,42.8571428571429,0,0
"492","C3",7,6,2020-09-19,5,85.7142857142857,0,0
"493","C3",7,4,2020-09-19,5,57.1428571428571,0,0
"494","C3",6,4,2020-09-19,5,57.1428571428571,1,0.142857142857143
"495","C3",4,0,2020-09-19,5,0,3,0.428571428571429
"496","MycoMillet15",5,2,2020-09-19,5,28.5714285714286,2,0.285714285714286
"497","MycoMillet15",7,2,2020-09-19,5,28.5714285714286,0,0
"498","MycoMillet15",6,3,2020-09-19,5,42.8571428571429,1,0.142857142857143
"499","MycoMillet15",4,1,2020-09-19,5,14.2857142857143,3,0.428571428571429
"500","MycoMillet15",7,3,2020-09-19,5,42.8571428571429,0,0
"501","MycoMillet15",4,3,2020-09-19,5,42.8571428571429,3,0.428571428571429
"502","MycoMillet15",3,0,2020-09-19,5,0,4,0.571428571428571
"503","MycoMillet15",5,0,2020-09-19,5,0,2,0.285714285714286
"504","MycoMillet15",5,2,2020-09-19,5,28.5714285714286,2,0.285714285714286
"505","MycoMillet15",7,4,2020-09-19,5,57.1428571428571,0,0
"506","MycoMillet15",6,1,2020-09-19,5,14.2857142857143,1,0.142857142857143
"507","MycoMillet15",4,1,2020-09-19,5,14.2857142857143,3,0.428571428571429
"508","MycoMillet15",5,1,2020-09-19,5,14.2857142857143,2,0.285714285714286
"509","MycoMillet15",5,0,2020-09-19,5,0,2,0.285714285714286
"510","MycoMillet15",5,0,2020-09-19,5,0,2,0.285714285714286
"511","MycoMillet25",3,1,2020-09-19,5,14.2857142857143,4,0.571428571428571
"512","MycoMillet25",5,3,2020-09-19,5,42.8571428571429,2,0.285714285714286
"513","MycoMillet25",1,1,2020-09-19,5,14.2857142857143,6,0.857142857142857
"514","MycoMillet25",2,0,2020-09-19,5,0,5,0.714285714285714
"515","MycoMillet25",3,0,2020-09-19,5,0,4,0.571428571428571
"516","MycoMillet25",1,0,2020-09-19,5,0,6,0.857142857142857
"517","MycoMillet25",6,4,2020-09-19,5,57.1428571428571,1,0.142857142857143
"518","MycoMillet25",5,2,2020-09-19,5,28.5714285714286,2,0.285714285714286
"519","MycoMillet25",6,5,2020-09-19,5,71.4285714285714,1,0.142857142857143
"520","MycoMillet25",0,0,2020-09-19,5,0,7,1
"521","MycoMillet25",4,1,2020-09-19,5,14.2857142857143,3,0.428571428571429
"522","MycoMillet25",6,6,2020-09-19,5,85.7142857142857,1,0.142857142857143
"523","MycoMillet25",0,0,2020-09-19,5,0,7,1
"524","MycoMillet25",5,1,2020-09-19,5,14.2857142857143,2,0.285714285714286
"525","MycoMillet25",4,1,2020-09-19,5,14.2857142857143,3,0.428571428571429
"526","B.bassiana",0,0,2020-09-24,6,0,7,1
"527","B.bassiana",0,0,2020-09-24,6,0,7,1
"528","B.bassiana",0,0,2020-09-24,6,0,7,1
"529","B.bassiana",2,1,2020-09-24,6,14.2857142857143,5,0.714285714285714
"530","B.bassiana",2,0,2020-09-24,6,0,5,0.714285714285714
"531","B.bassiana",0,0,2020-09-24,6,0,7,1
"532","B.bassiana",3,1,2020-09-24,6,14.2857142857143,4,0.571428571428571
"533","B.bassiana",0,0,2020-09-24,6,0,7,1
"534","B.bassiana",0,0,2020-09-24,6,0,7,1
"535","B.bassiana",0,0,2020-09-24,6,0,7,1
"536","B.bassiana",1,0,2020-09-24,6,0,6,0.857142857142857
"537","B.bassiana",4,1,2020-09-24,6,14.2857142857143,3,0.428571428571429
"538","B.bassiana",0,0,2020-09-24,6,0,7,1
"539","B.bassiana",1,1,2020-09-24,6,14.2857142857143,6,0.857142857142857
"540","B.bassiana",0,0,2020-09-24,6,0,7,1
"541","BotaniGard",3,3,2020-09-24,6,42.8571428571429,4,0.571428571428571
"542","BotaniGard",6,6,2020-09-24,6,85.7142857142857,1,0.142857142857143
"543","BotaniGard",5,3,2020-09-24,6,42.8571428571429,2,0.285714285714286
"544","BotaniGard",0,0,2020-09-24,6,0,7,1
"545","BotaniGard",1,1,2020-09-24,6,14.2857142857143,6,0.857142857142857
"546","BotaniGard",0,0,2020-09-24,6,0,7,1
"547","BotaniGard",5,4,2020-09-24,6,57.1428571428571,2,0.285714285714286
"548","BotaniGard",5,1,2020-09-24,6,14.2857142857143,2,0.285714285714286
"549","BotaniGard",2,2,2020-09-24,6,28.5714285714286,5,0.714285714285714
"550","BotaniGard",6,4,2020-09-24,6,57.1428571428571,1,0.142857142857143
"551","BotaniGard",5,3,2020-09-24,6,42.8571428571429,2,0.285714285714286
"552","BotaniGard",7,4,2020-09-24,6,57.1428571428571,0,0
"553","BotaniGard",4,2,2020-09-24,6,28.5714285714286,3,0.428571428571429
"554","BotaniGard",4,1,2020-09-24,6,14.2857142857143,3,0.428571428571429
"555","BotaniGard",4,1,2020-09-24,6,14.2857142857143,3,0.428571428571429
"556","C1",0,0,2020-09-24,6,0,7,1
"557","C1",2,1,2020-09-24,6,14.2857142857143,5,0.714285714285714
"558","C1",4,3,2020-09-24,6,42.8571428571429,3,0.428571428571429
"559","C1",4,1,2020-09-24,6,14.2857142857143,3,0.428571428571429
"560","C1",5,4,2020-09-24,6,57.1428571428571,2,0.285714285714286
"561","C1",4,4,2020-09-24,6,57.1428571428571,3,0.428571428571429
"562","C1",2,2,2020-09-24,6,28.5714285714286,5,0.714285714285714
"563","C1",2,1,2020-09-24,6,14.2857142857143,5,0.714285714285714
"564","C1",6,3,2020-09-24,6,42.8571428571429,1,0.142857142857143
"565","C1",1,0,2020-09-24,6,0,6,0.857142857142857
"566","C1",6,3,2020-09-24,6,42.8571428571429,1,0.142857142857143
"567","C1",5,1,2020-09-24,6,14.2857142857143,2,0.285714285714286
"568","C1",4,1,2020-09-24,6,14.2857142857143,3,0.428571428571429
"569","C1",1,1,2020-09-24,6,14.2857142857143,6,0.857142857142857
"570","C1",6,2,2020-09-24,6,28.5714285714286,1,0.142857142857143
"571","C2",5,5,2020-09-24,6,71.4285714285714,2,0.285714285714286
"572","C2",6,4,2020-09-24,6,57.1428571428571,1,0.142857142857143
"573","C2",7,5,2020-09-24,6,71.4285714285714,0,0
"574","C2",5,5,2020-09-24,6,71.4285714285714,2,0.285714285714286
"575","C2",5,3,2020-09-24,6,42.8571428571429,2,0.285714285714286
"576","C2",6,5,2020-09-24,6,71.4285714285714,1,0.142857142857143
"577","C2",6,5,2020-09-24,6,71.4285714285714,1,0.142857142857143
"578","C2",5,3,2020-09-24,6,42.8571428571429,2,0.285714285714286
"579","C2",7,6,2020-09-24,6,85.7142857142857,0,0
"580","C2",7,5,2020-09-24,6,71.4285714285714,0,0
"581","C2",6,5,2020-09-24,6,71.4285714285714,1,0.142857142857143
"582","C2",5,4,2020-09-24,6,57.1428571428571,2,0.285714285714286
"583","C2",6,5,2020-09-24,6,71.4285714285714,1,0.142857142857143
"584","C2",7,6,2020-09-24,6,85.7142857142857,0,0
"585","C2",5,5,2020-09-24,6,71.4285714285714,2,0.285714285714286
"586","C3",6,4,2020-09-24,6,57.1428571428571,1,0.142857142857143
"587","C3",6,5,2020-09-24,6,71.4285714285714,1,0.142857142857143
"588","C3",6,6,2020-09-24,6,85.7142857142857,1,0.142857142857143
"589","C3",6,4,2020-09-24,6,57.1428571428571,1,0.142857142857143
"590","C3",6,6,2020-09-24,6,85.7142857142857,1,0.142857142857143
"591","C3",7,4,2020-09-24,6,57.1428571428571,0,0
"592","C3",5,4,2020-09-24,6,57.1428571428571,2,0.285714285714286
"593","C3",6,5,2020-09-24,6,71.4285714285714,1,0.142857142857143
"594","C3",7,6,2020-09-24,6,85.7142857142857,0,0
"595","C3",5,4,2020-09-24,6,57.1428571428571,2,0.285714285714286
"596","C3",7,7,2020-09-24,6,100,0,0
"597","C3",7,7,2020-09-24,6,100,0,0
"598","C3",7,4,2020-09-24,6,57.1428571428571,0,0
"599","C3",6,6,2020-09-24,6,85.7142857142857,1,0.142857142857143
"600","C3",4,1,2020-09-24,6,14.2857142857143,3,0.428571428571429
"601","MycoMillet15",5,4,2020-09-24,6,57.1428571428571,2,0.285714285714286
"602","MycoMillet15",3,1,2020-09-24,6,14.2857142857143,4,0.571428571428571
"603","MycoMillet15",6,4,2020-09-24,6,57.1428571428571,1,0.142857142857143
"604","MycoMillet15",4,1,2020-09-24,6,14.2857142857143,3,0.428571428571429
"605","MycoMillet15",7,4,2020-09-24,6,57.1428571428571,0,0
"606","MycoMillet15",4,4,2020-09-24,6,57.1428571428571,3,0.428571428571429
"607","MycoMillet15",3,0,2020-09-24,6,0,4,0.571428571428571
"608","MycoMillet15",5,0,2020-09-24,6,0,2,0.285714285714286
"609","MycoMillet15",3,2,2020-09-24,6,28.5714285714286,4,0.571428571428571
"610","MycoMillet15",7,6,2020-09-24,6,85.7142857142857,0,0
"611","MycoMillet15",6,1,2020-09-24,6,14.2857142857143,1,0.142857142857143
"612","MycoMillet15",4,1,2020-09-24,6,14.2857142857143,3,0.428571428571429
"613","MycoMillet15",4,0,2020-09-24,6,0,3,0.428571428571429
"614","MycoMillet15",4,0,2020-09-24,6,0,3,0.428571428571429
"615","MycoMillet15",4,0,2020-09-24,6,0,3,0.428571428571429
"616","MycoMillet25",0,0,2020-09-24,6,0,7,1
"617","MycoMillet25",4,3,2020-09-24,6,42.8571428571429,3,0.428571428571429
"618","MycoMillet25",1,1,2020-09-24,6,14.2857142857143,6,0.857142857142857
"619","MycoMillet25",0,0,2020-09-24,6,0,7,1
"620","MycoMillet25",3,0,2020-09-24,6,0,4,0.571428571428571
"621","MycoMillet25",0,0,2020-09-24,6,0,7,1
"622","MycoMillet25",6,5,2020-09-24,6,71.4285714285714,1,0.142857142857143
"623","MycoMillet25",4,3,2020-09-24,6,42.8571428571429,3,0.428571428571429
"624","MycoMillet25",6,5,2020-09-24,6,71.4285714285714,1,0.142857142857143
"625","MycoMillet25",0,0,2020-09-24,6,0,7,1
"626","MycoMillet25",4,2,2020-09-24,6,28.5714285714286,3,0.428571428571429
"627","MycoMillet25",6,6,2020-09-24,6,85.7142857142857,1,0.142857142857143
"628","MycoMillet25",0,0,2020-09-24,6,0,7,1
"629","MycoMillet25",1,0,2020-09-24,6,0,6,0.857142857142857
"630","MycoMillet25",2,2,2020-09-24,6,28.5714285714286,5,0.714285714285714
"631","B.bassiana",0,0,2020-09-27,7,0,7,1
"632","B.bassiana",0,0,2020-09-27,7,0,7,1
"633","B.bassiana",0,0,2020-09-27,7,0,7,1
"634","B.bassiana",2,1,2020-09-27,7,14.2857142857143,5,0.714285714285714
"635","B.bassiana",0,0,2020-09-27,7,0,7,1
"636","B.bassiana",0,0,2020-09-27,7,0,7,1
"637","B.bassiana",1,1,2020-09-27,7,14.2857142857143,6,0.857142857142857
"638","B.bassiana",0,0,2020-09-27,7,0,7,1
"639","B.bassiana",0,0,2020-09-27,7,0,7,1
"640","B.bassiana",0,0,2020-09-27,7,0,7,1
"641","B.bassiana",0,0,2020-09-27,7,0,7,1
"642","B.bassiana",3,0,2020-09-27,7,0,4,0.571428571428571
"643","B.bassiana",0,0,2020-09-27,7,0,7,1
"644","B.bassiana",0,0,2020-09-27,7,0,7,1
"645","B.bassiana",0,0,2020-09-27,7,0,7,1
"646","BotaniGard",3,3,2020-09-27,7,42.8571428571429,4,0.571428571428571
"647","BotaniGard",6,6,2020-09-27,7,85.7142857142857,1,0.142857142857143
"648","BotaniGard",5,3,2020-09-27,7,42.8571428571429,2,0.285714285714286
"649","BotaniGard",0,0,2020-09-27,7,0,7,1
"650","BotaniGard",1,1,2020-09-27,7,14.2857142857143,6,0.857142857142857
"651","BotaniGard",0,0,2020-09-27,7,0,7,1
"652","BotaniGard",5,4,2020-09-27,7,57.1428571428571,2,0.285714285714286
"653","BotaniGard",5,1,2020-09-27,7,14.2857142857143,2,0.285714285714286
"654","BotaniGard",0,0,2020-09-27,7,0,7,1
"655","BotaniGard",4,3,2020-09-27,7,42.8571428571429,3,0.428571428571429
"656","BotaniGard",4,4,2020-09-27,7,57.1428571428571,3,0.428571428571429
"657","BotaniGard",7,4,2020-09-27,7,57.1428571428571,0,0
"658","BotaniGard",4,2,2020-09-27,7,28.5714285714286,3,0.428571428571429
"659","BotaniGard",2,1,2020-09-27,7,14.2857142857143,5,0.714285714285714
"660","BotaniGard",1,0,2020-09-27,7,0,6,0.857142857142857
"661","C1",0,0,2020-09-27,7,0,7,1
"662","C1",2,1,2020-09-27,7,14.2857142857143,5,0.714285714285714
"663","C1",4,3,2020-09-27,7,42.8571428571429,3,0.428571428571429
"664","C1",4,1,2020-09-27,7,14.2857142857143,3,0.428571428571429
"665","C1",5,5,2020-09-27,7,71.4285714285714,2,0.285714285714286
"666","C1",1,1,2020-09-27,7,14.2857142857143,6,0.857142857142857
"667","C1",1,1,2020-09-27,7,14.2857142857143,6,0.857142857142857
"668","C1",2,1,2020-09-27,7,14.2857142857143,5,0.714285714285714
"669","C1",4,3,2020-09-27,7,42.8571428571429,3,0.428571428571429
"670","C1",1,0,2020-09-27,7,0,6,0.857142857142857
"671","C1",5,3,2020-09-27,7,42.8571428571429,2,0.285714285714286
"672","C1",4,1,2020-09-27,7,14.2857142857143,3,0.428571428571429
"673","C1",2,1,2020-09-27,7,14.2857142857143,5,0.714285714285714
"674","C1",1,1,2020-09-27,7,14.2857142857143,6,0.857142857142857
"675","C1",5,2,2020-09-27,7,28.5714285714286,2,0.285714285714286
"676","C2",5,5,2020-09-27,7,71.4285714285714,2,0.285714285714286
"677","C2",6,5,2020-09-27,7,71.4285714285714,1,0.142857142857143
"678","C2",7,5,2020-09-27,7,71.4285714285714,0,0
"679","C2",5,4,2020-09-27,7,57.1428571428571,2,0.285714285714286
"680","C2",4,3,2020-09-27,7,42.8571428571429,3,0.428571428571429
"681","C2",6,5,2020-09-27,7,71.4285714285714,1,0.142857142857143
"682","C2",7,6,2020-09-27,7,85.7142857142857,0,0
"683","C2",5,3,2020-09-27,7,42.8571428571429,2,0.285714285714286
"684","C2",7,6,2020-09-27,7,85.7142857142857,0,0
"685","C2",7,5,2020-09-27,7,71.4285714285714,0,0
"686","C2",6,5,2020-09-27,7,71.4285714285714,1,0.142857142857143
"687","C2",5,5,2020-09-27,7,71.4285714285714,2,0.285714285714286
"688","C2",6,5,2020-09-27,7,71.4285714285714,1,0.142857142857143
"689","C2",7,6,2020-09-27,7,85.7142857142857,0,0
"690","C2",5,5,2020-09-27,7,71.4285714285714,2,0.285714285714286
"691","C3",6,4,2020-09-27,7,57.1428571428571,1,0.142857142857143
"692","C3",6,6,2020-09-27,7,85.7142857142857,1,0.142857142857143
"693","C3",6,6,2020-09-27,7,85.7142857142857,1,0.142857142857143
"694","C3",5,4,2020-09-27,7,57.1428571428571,2,0.285714285714286
"695","C3",6,6,2020-09-27,7,85.7142857142857,1,0.142857142857143
"696","C3",7,5,2020-09-27,7,71.4285714285714,0,0
"697","C3",5,4,2020-09-27,7,57.1428571428571,2,0.285714285714286
"698","C3",6,5,2020-09-27,7,71.4285714285714,1,0.142857142857143
"699","C3",7,6,2020-09-27,7,85.7142857142857,0,0
"700","C3",5,4,2020-09-27,7,57.1428571428571,2,0.285714285714286
"701","C3",7,6,2020-09-27,7,85.7142857142857,0,0
"702","C3",6,6,2020-09-27,7,85.7142857142857,1,0.142857142857143
"703","C3",5,4,2020-09-27,7,57.1428571428571,2,0.285714285714286
"704","C3",6,6,2020-09-27,7,85.7142857142857,1,0.142857142857143
"705","C3",4,0,2020-09-27,7,0,3,0.428571428571429
"706","MycoMillet15",5,4,2020-09-27,7,57.1428571428571,2,0.285714285714286
"707","MycoMillet15",3,1,2020-09-27,7,14.2857142857143,4,0.571428571428571
"708","MycoMillet15",6,4,2020-09-27,7,57.1428571428571,1,0.142857142857143
"709","MycoMillet15",4,1,2020-09-27,7,14.2857142857143,3,0.428571428571429
"710","MycoMillet15",7,5,2020-09-27,7,71.4285714285714,0,0
"711","MycoMillet15",4,4,2020-09-27,7,57.1428571428571,3,0.428571428571429
"712","MycoMillet15",3,2,2020-09-27,7,28.5714285714286,4,0.571428571428571
"713","MycoMillet15",5,0,2020-09-27,7,0,2,0.285714285714286
"714","MycoMillet15",2,1,2020-09-27,7,14.2857142857143,5,0.714285714285714
"715","MycoMillet15",7,4,2020-09-27,7,57.1428571428571,0,0
"716","MycoMillet15",6,1,2020-09-27,7,14.2857142857143,1,0.142857142857143
"717","MycoMillet15",4,1,2020-09-27,7,14.2857142857143,3,0.428571428571429
"718","MycoMillet15",4,0,2020-09-27,7,0,3,0.428571428571429
"719","MycoMillet15",4,0,2020-09-27,7,0,3,0.428571428571429
"720","MycoMillet15",4,0,2020-09-27,7,0,3,0.428571428571429
"721","MycoMillet25",0,0,2020-09-27,7,0,7,1
"722","MycoMillet25",4,3,2020-09-27,7,42.8571428571429,3,0.428571428571429
"723","MycoMillet25",1,1,2020-09-27,7,14.2857142857143,6,0.857142857142857
"724","MycoMillet25",0,0,2020-09-27,7,0,7,1
"725","MycoMillet25",1,1,2020-09-27,7,14.2857142857143,6,0.857142857142857
"726","MycoMillet25",0,0,2020-09-27,7,0,7,1
"727","MycoMillet25",5,4,2020-09-27,7,57.1428571428571,2,0.285714285714286
"728","MycoMillet25",4,3,2020-09-27,7,42.8571428571429,3,0.428571428571429
"729","MycoMillet25",5,4,2020-09-27,7,57.1428571428571,2,0.285714285714286
"730","MycoMillet25",0,0,2020-09-27,7,0,7,1
"731","MycoMillet25",4,2,2020-09-27,7,28.5714285714286,3,0.428571428571429
"732","MycoMillet25",6,6,2020-09-27,7,85.7142857142857,1,0.142857142857143
"733","MycoMillet25",0,0,2020-09-27,7,0,7,1
"734","MycoMillet25",0,0,2020-09-27,7,0,7,1
"735","MycoMillet25",3,2,2020-09-27,7,28.5714285714286,4,0.571428571428571
"736","B.bassiana",0,0,2020-10-01,8,0,7,1
"737","B.bassiana",0,0,2020-10-01,8,0,7,1
"738","B.bassiana",0,0,2020-10-01,8,0,7,1
"739","B.bassiana",2,2,2020-10-01,8,28.5714285714286,5,0.714285714285714
"740","B.bassiana",0,0,2020-10-01,8,0,7,1
"741","B.bassiana",0,0,2020-10-01,8,0,7,1
"742","B.bassiana",0,0,2020-10-01,8,0,7,1
"743","B.bassiana",0,0,2020-10-01,8,0,7,1
"744","B.bassiana",0,0,2020-10-01,8,0,7,1
"745","B.bassiana",0,0,2020-10-01,8,0,7,1
"746","B.bassiana",0,0,2020-10-01,8,0,7,1
"747","B.bassiana",2,0,2020-10-01,8,0,5,0.714285714285714
"748","B.bassiana",0,0,2020-10-01,8,0,7,1
"749","B.bassiana",0,0,2020-10-01,8,0,7,1
"750","B.bassiana",0,0,2020-10-01,8,0,7,1
"751","BotaniGard",3,3,2020-10-01,8,42.8571428571429,4,0.571428571428571
"752","BotaniGard",6,6,2020-10-01,8,85.7142857142857,1,0.142857142857143
"753","BotaniGard",4,3,2020-10-01,8,42.8571428571429,3,0.428571428571429
"754","BotaniGard",0,0,2020-10-01,8,0,7,1
"755","BotaniGard",1,1,2020-10-01,8,14.2857142857143,6,0.857142857142857
"756","BotaniGard",0,0,2020-10-01,8,0,7,1
"757","BotaniGard",5,4,2020-10-01,8,57.1428571428571,2,0.285714285714286
"758","BotaniGard",5,1,2020-10-01,8,14.2857142857143,2,0.285714285714286
"759","BotaniGard",0,0,2020-10-01,8,0,7,1
"760","BotaniGard",4,3,2020-10-01,8,42.8571428571429,3,0.428571428571429
"761","BotaniGard",4,4,2020-10-01,8,57.1428571428571,3,0.428571428571429
"762","BotaniGard",7,4,2020-10-01,8,57.1428571428571,0,0
"763","BotaniGard",4,3,2020-10-01,8,42.8571428571429,3,0.428571428571429
"764","BotaniGard",0,0,2020-10-01,8,0,7,1
"765","BotaniGard",0,0,2020-10-01,8,0,7,1
"766","C1",0,0,2020-10-01,8,0,7,1
"767","C1",1,1,2020-10-01,8,14.2857142857143,6,0.857142857142857
"768","C1",3,3,2020-10-01,8,42.8571428571429,4,0.571428571428571
"769","C1",4,1,2020-10-01,8,14.2857142857143,3,0.428571428571429
"770","C1",5,5,2020-10-01,8,71.4285714285714,2,0.285714285714286
"771","C1",1,1,2020-10-01,8,14.2857142857143,6,0.857142857142857
"772","C1",1,1,2020-10-01,8,14.2857142857143,6,0.857142857142857
"773","C1",0,0,2020-10-01,8,0,7,1
"774","C1",4,3,2020-10-01,8,42.8571428571429,3,0.428571428571429
"775","C1",0,0,2020-10-01,8,0,7,1
"776","C1",4,3,2020-10-01,8,42.8571428571429,3,0.428571428571429
"777","C1",1,0,2020-10-01,8,0,6,0.857142857142857
"778","C1",1,1,2020-10-01,8,14.2857142857143,6,0.857142857142857
"779","C1",0,0,2020-10-01,8,0,7,1
"780","C1",5,2,2020-10-01,8,28.5714285714286,2,0.285714285714286
"781","C2",5,5,2020-10-01,8,71.4285714285714,2,0.285714285714286
"782","C2",6,6,2020-10-01,8,85.7142857142857,1,0.142857142857143
"783","C2",7,5,2020-10-01,8,71.4285714285714,0,0
"784","C2",5,5,2020-10-01,8,71.4285714285714,2,0.285714285714286
"785","C2",4,3,2020-10-01,8,42.8571428571429,3,0.428571428571429
"786","C2",6,6,2020-10-01,8,85.7142857142857,1,0.142857142857143
"787","C2",7,7,2020-10-01,8,100,0,0
"788","C2",5,4,2020-10-01,8,57.1428571428571,2,0.285714285714286
"789","C2",7,6,2020-10-01,8,85.7142857142857,0,0
"790","C2",7,7,2020-10-01,8,100,0,0
"791","C2",6,5,2020-10-01,8,71.4285714285714,1,0.142857142857143
"792","C2",5,4,2020-10-01,8,57.1428571428571,2,0.285714285714286
"793","C2",6,5,2020-10-01,8,71.4285714285714,1,0.142857142857143
"794","C2",7,6,2020-10-01,8,85.7142857142857,0,0
"795","C2",5,5,2020-10-01,8,71.4285714285714,2,0.285714285714286
